isogroup1000	sp|Q9P974|IF4E_CANGA
isogroup11551	sp|P30638|SVOP_CAEEL
isogroup11554	sp|Q93VG8|PPDEX_ARATH
isogroup11555	sp|Q8NHH1|TTL11_HUMAN
isogroup11565	sp|Q40301|FCPE_MACPY
isogroup11566	sp|Q3KPP4|MOGT1_XENLA
isogroup11581	sp|P10867|GGLO_RAT
isogroup11584	sp|Q55774|Y182_SYNY3
isogroup11590	sp|Q5R8E3|GLCM_PONAB
isogroup11591	sp|Q7ZWS2|5N3BA_XENLA
isogroup11593	sp|Q0R4F1|PIF1_XENLA
isogroup11600	sp|P42111|YXAL_BACSU
isogroup11601	sp|Q66H76|PAXI_RAT
isogroup11602	sp|P0AC33|FUMA_ECOLI
isogroup11603	sp|Q8WXX0|DYH7_HUMAN
isogroup11606	sp|A3AYR1|ACBP4_ORYSJ
isogroup11610	sp|Q8HZ58|CCHCR_PONPY
isogroup11611	sp|Q8N819|PPM1N_HUMAN
isogroup11612	sp|Q5SMG8|MGTE_THET8
isogroup11615	sp|Q00808|HETE1_PODAS
isogroup11623	sp|Q9Z2E1|MBD2_MOUSE
isogroup116233	sp|Q2NAJ5|GRPE_ERYLH
isogroup11624	sp|Q55GU0|Y9955_DICDI
isogroup11625	sp|P34624|CCNY_CAEEL
isogroup116291	sp|Q90ZY6|TLK1B_DANRE
isogroup11631	sp|Q17938|DAF36_CAEEL
isogroup11637	sp|Q8DUI0|CLPX_STRMU
isogroup11638	sp|Q54V55|PFD5_DICDI
isogroup11639	sp|Q9Z0Y8|CAC1I_RAT
isogroup1164	sp|Q9SEX2|KTNA1_ARATH
isogroup11643	sp|P41352|TBB_TETTH
isogroup11646	sp|P23903|E13B_BACCI
isogroup11656	sp|Q9FIV6|DGP10_ARATH
isogroup11663	sp|Q54YR4|SC61B_DICDI
isogroup11664	sp|Q7T0Q5|NOL10_XENLA
isogroup11668	sp|Q6P6R0|LFG1_RAT
isogroup11674	sp|Q9R053|SCNBA_MOUSE
isogroup11684	sp|Q6B9X6|VWKA_DICDI
isogroup11686	sp|Q8W171|CYP1_SOYBN
isogroup11687	sp|Q54R82|MKKA_DICDI
isogroup11689	sp|P0C1I7|CYP5_RHIO9
isogroup11692	sp|Q5BU09|EAPP_MOUSE
isogroup11693	sp|Q3UMR0|ANR27_MOUSE
isogroup11695	sp|P19269|AMY1_SCHOC
isogroup11699	sp|P16157|ANK1_HUMAN
isogroup11700	sp|Q5U4F6|WDR34_MOUSE
isogroup11705	sp|B0WAU8|PLK4_CULQU
isogroup11708	sp|P54672|AP2M_DICDI
isogroup11709	sp|Q9Z2E1|MBD2_MOUSE
isogroup11710	sp|Q9AWK2|CML11_ORYSJ
isogroup11712	sp|Q63164|DYH1_RAT
isogroup1173	sp|Q55318|FENR_SYNY3
isogroup11731	sp|Q8BFT9|SVOP_MOUSE
isogroup11733	sp|O15457|MSH4_HUMAN
isogroup11735	sp|P0DJ14|RL7A_TETTH
isogroup11736	sp|P47194|SYB_DORPE
isogroup11737	sp|Q52353|TERZ_SERMA
isogroup11739	sp|Q9EQ60|CAC1H_RAT
isogroup11747	sp|Q54HX8|CDIP1_DICDI
isogroup11752	sp|Q5UNW1|YR707_MIMIV
isogroup11758	sp|Q9TXQ1|TNKS1_CAEEL
isogroup11759	sp|P35182|PP2C1_YEAST
isogroup11763	sp|P96202|PPSC_MYCTU
isogroup11767	sp|Q9C7F8|AB13B_ARATH
isogroup11774	sp|P09622|DLDH_HUMAN
isogroup11775	sp|Q567B1|OTU1_DANRE
isogroup1178	sp|O75691|UTP20_HUMAN
isogroup11785	sp|Q32LE3|CETN1_BOVIN
isogroup11786	sp|Q8H569|AKT3_ORYSJ
isogroup11792	sp|Q8WNY2|KCNH2_RABIT
isogroup11794	sp|Q4K396|MNME_PSEF5
isogroup11798	sp|O34678|YTBE_BACSU
isogroup11810	sp|Q5REG4|DTX3_PONAB
isogroup11818	sp|Q5M9G9|FAKD4_RAT
isogroup11820	sp|E4PJF6|RMF_MARAH
isogroup11821	sp|Q6NPT7|HRD1B_ARATH
isogroup11822	sp|Q9LR75|HEM61_ARATH
isogroup11826	sp|Q941Q3|C3H37_ARATH
isogroup11829	sp|Q00316|PX11A_CANBO
isogroup11831	sp|P9WJU5|MMPL8_MYCTU
isogroup11835	sp|Q8VZC9|VPS25_ARATH
isogroup11844	sp|P55934|CNG_ICTPU
isogroup11851	sp|O06000|RS1H_BACC1
isogroup11854	sp|O43093|KINH_SYNRA
isogroup11855	sp|Q7XA06|SYT3_ARATH
isogroup11860	sp|P76104|RLHA_ECOLI
isogroup11862	sp|H2KZK4|DESI1_CAEEL
isogroup11867	sp|A3CQF1|RS9_STRSV
isogroup11871	sp|P54137|NTH_CAEEL
isogroup11875	sp|P80193|BODG_PSESK
isogroup1188	sp|Q9EQN5|SMBP2_RAT
isogroup11880	sp|P15555|DAC_STRSR
isogroup11882	sp|O60160|OMH1_SCHPO
isogroup11889	sp|Q06572|AVP_HORVU
isogroup11892	sp|F4JZY1|CIP1_ARATH
isogroup11894	sp|Q0C8A0|TRT7_ASPTN
isogroup11898	sp|Q6L482|P2C48_ORYSJ
isogroup11900	sp|Q9FKT8|COX15_ARATH
isogroup11904	sp|P30040|ERP29_HUMAN
isogroup1191	sp|P22125|RAB1_DIPOM
isogroup11912	sp|Q2RQW7|RL16_RHORT
isogroup11916	sp|Q5ZL21|MMAC_CHICK
isogroup11924	sp|Q05973|SCN1_HETBL
isogroup1193	sp|P32393|COMEB_BACSU
isogroup11935	sp|Q9SQN2|FBT3_ARATH
isogroup11937	sp|O22609|DEGP1_ARATH
isogroup1194	sp|B0X4N1|ANM7_CULQU
isogroup11943	sp|Q55AX0|DLPC_DICDI
isogroup11947	sp|A2VCW5|S38A5_RAT
isogroup11950	sp|O53078|CITE_LEUMC
isogroup11960	sp|Q6S9E0|TTP_SHEEP
isogroup11968	sp|Q9NKV0|MLF_DROME
isogroup11973	sp|P9WPJ9|MTCA2_MYCTU
isogroup11974	sp|Q8AVY1|ODF3A_XENLA
isogroup11981	sp|Q43207|FKB70_WHEAT
isogroup11983	sp|O74685|FADH_PICPA
isogroup11991	sp|Q54JK4|CHMP5_DICDI
isogroup11993	sp|Q8C8R3|ANK2_MOUSE
isogroup11997	sp|Q84RR0|ARI7_ARATH
isogroup12000	sp|Q80XJ3|TTC28_MOUSE
isogroup12004	sp|Q55G83|ABKC_DICDI
isogroup12017	sp|Q54DH7|RPB3_DICDI
isogroup12023	sp|Q556Y9|MD2L1_DICDI
isogroup12024	sp|B4RSJ6|GCSH_ALTMD
isogroup12025	sp|P35159|RLUB_BACSU
isogroup12026	sp|P53780|METC_ARATH
isogroup12028	sp|O13845|RSD1_SCHPO
isogroup12033	sp|O74424|NU211_SCHPO
isogroup12034	sp|Q62785|HAP28_RAT
isogroup12037	sp|O88448|KLC2_MOUSE
isogroup12039	sp|Q8UZB4|ORF3_GFKVM
isogroup12043	sp|Q5PQ09|DESI2_XENLA
isogroup12045	sp|Q58CR3|EIF2D_BOVIN
isogroup12047	sp|Q9LEV7|FBT6_ARATH
isogroup12048	sp|Q99MB4|CBWD1_RAT
isogroup12049	sp|Q9SL02|RAD50_ARATH
isogroup12051	sp|Q8L796|PI5K2_ARATH
isogroup12052	sp|B7G3Y9|LIPA2_PHATC
isogroup12059	sp|Q2EMV9|PAR14_MOUSE
isogroup12064	sp|P06197|PIS_YEAST
isogroup12066	sp|P28855|KITH_ICHVA
isogroup12068	sp|Q5ZMI4|MVP_CHICK
isogroup12072	sp|Q6B9X6|VWKA_DICDI
isogroup12075	sp|Q5BJT1|AN34A_RAT
isogroup12083	sp|Q15119|PDK2_HUMAN
isogroup120841	sp|P74168|Y1374_SYNY3
isogroup12094	sp|Q15149|PLEC_HUMAN
isogroup12095	sp|Q96I24|FUBP3_HUMAN
isogroup12096	sp|Q6QNM1|KC1_TOXGO
isogroup12099	sp|Q40297|FCPA_MACPY
isogroup12102	sp|Q9JJ59|ABCB9_MOUSE
isogroup12105	sp|Q9R053|SCNBA_MOUSE
isogroup1211	sp|P38100|CARB_PSEAE
isogroup12117	sp|Q9FX21|STT3B_ARATH
isogroup12118	sp|Q66L42|M3K10_MOUSE
isogroup12119	sp|Q948R0|CML5_ORYSJ
isogroup12121	sp|Q9SA63|LFG4_ARATH
isogroup12122	sp|Q9BWU0|NADAP_HUMAN
isogroup12124	sp|Q9LY75|CYP63_ARATH
isogroup12128	sp|Q9Y2F9|BTBD3_HUMAN
isogroup1213	sp|F4JTS8|NOV_ARATH
isogroup12130	sp|P33160|FDH_PSESR
isogroup12131	sp|Q55720|YC49L_SYNY3
isogroup12132	sp|Q8WXX5|DNJC9_HUMAN
isogroup12134	sp|Q54DD7|UNC50_DICDI
isogroup12135	sp|A8NJZ7|SCOC_BRUMA
isogroup12138	sp|Q9FFW5|PERK8_ARATH
isogroup12139	sp|Q923M0|PP16A_MOUSE
isogroup12144	sp|P0C605|KGP1_MOUSE
isogroup12145	sp|P53457|ACT3_DIPDE
isogroup12148	sp|P0CU68|CLAF_PASFU
isogroup12151	sp|O34627|PHOT_BACSU
isogroup12154	sp|Q6AUG0|U2AFB_ORYSJ
isogroup12161	sp|Q8NBN7|RDH13_HUMAN
isogroup12164	sp|Q3UEI1|PDE4C_MOUSE
isogroup12166	sp|Q4P2U6|ATG8_USTMA
isogroup12168	sp|Q6K4V3|C3H15_ORYSJ
isogroup12170	sp|C3VEQ4|CCD1_ONCHC
isogroup12171	sp|P54103|DNJC2_MOUSE
isogroup12172	sp|P04929|HRPX_PLALO
isogroup121857	sp|P50246|SAHH_MEDSA
isogroup12191	sp|Q28CU0|LRC23_XENTR
isogroup12192	sp|Q8BJW6|EIF2A_MOUSE
isogroup12194	sp|Q10323|IMT3_SCHPO
isogroup12195	sp|Q9QYI7|DNJB8_MOUSE
isogroup12196	sp|Q9ZR37|DUS1_ARATH
isogroup12199	sp|P98069|BMPH_STRPU
isogroup12202	sp|P54774|CDC48_SOYBN
isogroup12207	sp|Q03730|YMB8_YEAST
isogroup12211	sp|Q8LGD1|SP1L5_ARATH
isogroup12212	sp|P07463|CALM_PARTE
isogroup12214	sp|P9WQE7|PPSA_MYCTU
isogroup122201	sp|Q2JU28|RS2_SYNJA
isogroup12224	sp|P0CP46|PABP_CRYNJ
isogroup12231	sp|Q9SL76|P2C19_ARATH
isogroup12233	sp|Q08479|KAD3_ORYSJ
isogroup12234	sp|Q03606|YN02_CAEEL
isogroup12235	sp|P37686|ADH2_ECOLI
isogroup12238	sp|Q7RAH3|CDPK1_PLAYO
isogroup12242	sp|Q6P3R8|NEK5_HUMAN
isogroup12243	sp|B2KI79|DOPP1_RHIFE
isogroup12250	sp|Q8KG38|GLMS_CHLTE
isogroup12254	sp|Q9FDZ9|RL212_ARATH
isogroup12255	sp|P12369|KAP3_RAT
isogroup12269	sp|Q01118|SCN7A_HUMAN
isogroup12270	sp|Q54QB1|ERK2_DICDI
isogroup12271	sp|Q9D7R7|PEPC_MOUSE
isogroup12273	sp|Q48841|PEPD_LACSK
isogroup12279	sp|Q9ZW02|PUM3_ARATH
isogroup1228	sp|Q8SQK9|DHH1_ENCCU
isogroup12280	sp|P54213|CATR_DUNSA
isogroup12281	sp|Q70JS2|KELC_ANOST
isogroup12284	sp|Q28GD4|ELAV2_XENTR
isogroup12285	sp|A3KMX7|MDH1B_BOVIN
isogroup12286	sp|Q56Y42|PLR1_ARATH
isogroup12287	sp|Q6IR75|CSN2_XENLA
isogroup12289	sp|Q91917|RA51B_XENLA
isogroup12293	sp|Q1XDK6|ACP_PYRYE
isogroup12296	sp|B8HXV0|RF1_CYAP4
isogroup12297	sp|D4AJR9|EGLX_ARTBC
isogroup12300	sp|Q9Y8G7|C505_FUSOX
isogroup12303	sp|Q9M1K2|PI5K4_ARATH
isogroup12306	sp|Q6DFU2|NS1BP_XENLA
isogroup12310	sp|Q8W4R8|P4KG6_ARATH
isogroup12312	sp|P22303|ACES_HUMAN
isogroup12313	sp|Q9ZVU5|KIN17_ARATH
isogroup12314	sp|A5DQS0|DED1_PICGU
isogroup12322	sp|Q9FIQ0|AGD9_ARATH
isogroup12328	sp|Q18409|RSP6_CAEEL
isogroup12330	sp|Q9Y388|RBMX2_HUMAN
isogroup12337	sp|Q9LTW0|ALIS1_ARATH
isogroup12338	sp|Q1D823|AGLZ_MYXXD
isogroup12339	sp|O80513|CCU41_ARATH
isogroup12345	sp|Q8VBY2|KKCC1_MOUSE
isogroup12347	sp|Q3ZAV1|S22AC_RAT
isogroup12350	sp|Q54R82|MKKA_DICDI
isogroup12356	sp|Q6DKG0|NAA35_RAT
isogroup12361	sp|Q91XB7|YIF1A_MOUSE
isogroup12374	sp|Q05AK5|MYLIB_DANRE
isogroup12383	sp|Q7Z494|NPHP3_HUMAN
isogroup12384	sp|O64730|P2C26_ARATH
isogroup12385	sp|Q07866|KLC1_HUMAN
isogroup12400	sp|G5ECS8|ADT1_CAEEL
isogroup12407	sp|Q38896|CSP4_ARATH
isogroup12411	sp|Q54WK1|Y9609_DICDI
isogroup12414	sp|Q8BPS4|GP180_MOUSE
isogroup12416	sp|O43497|CAC1G_HUMAN
isogroup12420	sp|O82637|P2C61_ARATH
isogroup12423	sp|P46313|FAD6E_ARATH
isogroup12424	sp|Q9FKI4|NAA10_ARATH
isogroup12429	sp|Q9RTJ3|DRRP_DEIRA
isogroup12431	sp|A0JNA8|PAXI1_BOVIN
isogroup12432	sp|Q8S341|PPA7_ARATH
isogroup12434	sp|P25071|CML12_ARATH
isogroup12436	sp|B0BN18|PFD2_RAT
isogroup12443	sp|Q8IL04|HDP_PLAF7
isogroup12445	sp|O23715|PSA3_ARATH
isogroup12446	sp|P15706|GP63_LEICH
isogroup12447	sp|P27085|RS26_OCTVU
isogroup12448	sp|Q45096|CSPA_BACCE
isogroup12458	sp|Q6CWQ4|IPL1_KLULA
isogroup12467	sp|Q9UVN9|MRE11_COPC7
isogroup12468	sp|Q9SFB8|PI5K6_ARATH
isogroup12469	sp|Q5R546|ATPA_PONAB
isogroup12471	sp|P27643|SP5K_BACSU
isogroup12478	sp|P17724|TRHBN_TETPY
isogroup12481	sp|Q28371|SCN4A_HORSE
isogroup12482	sp|P63389|YHES_ECOLI
isogroup12490	sp|Q20065|P4HA2_CAEEL
isogroup12494	sp|Q9BE39|MYH7_BOVIN
isogroup12495	sp|Q9FQ03|XRN3_ARATH
isogroup12503	sp|Q9SFB8|PI5K6_ARATH
isogroup12508	sp|P25071|CML12_ARATH
isogroup12510	sp|Q93VV0|ZDHC6_ARATH
isogroup12515	sp|P55390|Y4CH_SINFN
isogroup12517	sp|P33303|SFC1_YEAST
isogroup12522	sp|Q02789|CAC1S_MOUSE
isogroup12527	sp|Q9P792|YN8B_SCHPO
isogroup12530	sp|Q17320|WHITE_CERCA
isogroup12534	sp|Q7Z9L3|EXGA_ASPOR
isogroup12542	sp|Q27556|GPDA_DROAE
isogroup12543	sp|P16924|P4HA1_CHICK
isogroup12551	sp|P54584|CSP_ARTGO
isogroup12553	sp|Q04960|DNJH_CUCSA
isogroup12558	sp|A2CIR7|NPR5_ORYSJ
isogroup12562	sp|A6QQU6|TM144_BOVIN
isogroup12563	sp|P0DKC4|PGP1B_ARATH
isogroup12564	sp|Q6C3D7|STE20_YARLI
isogroup12571	sp|P58137|ACOT8_MOUSE
isogroup12572	sp|Q9LQK7|AB7I_ARATH
isogroup12573	sp|Q75AM2|KAPR_ASHGO
isogroup12574	sp|O23166|TR164_ARATH
isogroup12582	sp|Q9M9W9|P2C34_ARATH
isogroup12590	sp|P30268|Y2045_BACPE
isogroup12595	sp|Q9TV66|HCN4_RABIT
isogroup12596	sp|A6NNX1|RIAD1_HUMAN
isogroup12600	sp|P0AFS6|TQSA_SHIFL
isogroup12601	sp|P0CP40|NUF2_CRYNJ
isogroup12602	sp|P61207|ARF3_TAKRU
isogroup12604	sp|O95714|HERC2_HUMAN
isogroup12605	sp|A2ADU9|AWAT1_MOUSE
isogroup12606	sp|Q96J02|ITCH_HUMAN
isogroup12608	sp|P62343|CDPK1_PLAFK
isogroup12609	sp|Q9M271|MTPA1_ARATH
isogroup12610	sp|Q3LSS0|C19L2_DANRE
isogroup12612	sp|Q55FI4|NOP58_DICDI
isogroup12618	sp|Q54MJ7|ALAM_DICDI
isogroup12620	sp|Q86AW9|GUAD_DICDI
isogroup12623	sp|P27521|CA4_ARATH
isogroup12628	sp|P27791|KAPCA_RAT
isogroup12630	sp|A8WRV1|KIN29_CAEBR
isogroup12632	sp|Q00808|HETE1_PODAS
isogroup126338	sp|O13755|OSM1_SCHPO
isogroup12646	sp|Q7K4W1|CDKAL_DROME
isogroup12660	sp|Q9C1X4|YKW3_SCHPO
isogroup12665	sp|Q9GV41|PGFS_TRYBB
isogroup12667	sp|Q5XEP2|HSOP2_ARATH
isogroup12668	sp|Q55G91|U160_DICDI
isogroup12671	sp|Q9Z1M0|P2RX7_MOUSE
isogroup12673	sp|Q9HCD6|TANC2_HUMAN
isogroup12678	sp|P0CI65|NPHP3_DANRE
isogroup12680	sp|Q9SLG9|PI5K5_ARATH
isogroup12685	sp|Q20845|PLK3_CAEEL
isogroup12686	sp|Q8WU67|ABHD3_HUMAN
isogroup12701	sp|Q9XF63|ATL3_ARATH
isogroup12704	sp|O15865|CDPK2_PLAFK
isogroup12711	sp|Q8IDX6|RBP2A_PLAF7
isogroup12712	sp|P24721|ASGR2_MOUSE
isogroup12713	sp|Q9LRE6|DPOD1_ORYSJ
isogroup12725	sp|Q6XLQ7|CALU_RABIT
isogroup12726	sp|Q9AJU2|ELMM1_STROV
isogroup12728	sp|P28227|MAOX_ANAPL
isogroup12729	sp|Q23221|FAT3_CAEEL
isogroup12730	sp|Q5XI50|MARH7_RAT
isogroup12732	sp|Q40296|FCPB_MACPY
isogroup12734	sp|Q8H129|PPA3_ARATH
isogroup12737	sp|Q9LDI3|CIPKO_ARATH
isogroup12740	sp|Q54XQ8|LUC7L_DICDI
isogroup12743	sp|Q9LZ82|BTR1_ARATH
isogroup12745	sp|Q9GQQ0|SPIN_DROME
isogroup12746	sp|P90726|RAB18_CAEBR
isogroup12749	sp|O88351|IKKB_MOUSE
isogroup12752	sp|Q91WJ8|FUBP1_MOUSE
isogroup12753	sp|Q61743|KCJ11_MOUSE
isogroup12754	sp|O94623|REV1_SCHPO
isogroup12758	sp|Q9UI33|SCNBA_HUMAN
isogroup12759	sp|Q9HGM5|DBP8_SCHPO
isogroup12761	sp|P11179|ODO2_BOVIN
isogroup12767	sp|Q9XHZ8|Y1178_ARATH
isogroup12769	sp|B3EE31|DNAJ_CHLL2
isogroup12773	sp|Q5K2C1|TPS2_APHAV
isogroup12775	sp|P10475|GUN2_BACSU
isogroup12776	sp|Q5WA76|PUB70_ORYSJ
isogroup12777	sp|P92949|FRO2_ARATH
isogroup12781	sp|P20793|MAK_RAT
isogroup12789	sp|Q9ULJ7|ANR50_HUMAN
isogroup12790	sp|Q9JKB0|HCN1_RAT
isogroup12794	sp|P36614|PPE1_SCHPO
isogroup12796	sp|Q7RTR2|NLRC3_HUMAN
isogroup12802	sp|P50429|ARSB_MOUSE
isogroup12806	sp|Q3Y416|KKCC_CAEEL
isogroup12807	sp|C0H4K2|PF08_PLAF7
isogroup12808	sp|Q8R3F5|FABD_MOUSE
isogroup12809	sp|Q9W0Y8|SCN60_DROME
isogroup12815	sp|B7E7M8|LOGL9_ORYSJ
isogroup12830	sp|Q63881|KCND2_RAT
isogroup12836	sp|P33296|UBC6_YEAST
isogroup12840	sp|Q5ZLF0|F10A1_CHICK
isogroup12847	sp|O04487|EF1G1_ARATH
isogroup12852	sp|Q6INL7|ADCK1_XENLA
isogroup12857	sp|Q8VBZ0|DHRSX_MOUSE
isogroup12861	sp|Q9Y810|SHY1_SCHPO
isogroup12863	sp|Q9D6X5|S52A3_MOUSE
isogroup12864	sp|P46873|OSM3_CAEEL
isogroup12871	sp|A0A0H2VDN9|ESIB_ECOL6
isogroup12881	sp|Q9ERC1|MYO16_RAT
isogroup12891	sp|P49550|RK12_TRICV
isogroup12892	sp|P43524|CYAA_ANACY
isogroup12893	sp|O94480|BMT5_SCHPO
isogroup12905	sp|O82201|AP4S_ARATH
isogroup12912	sp|Q9SK39|SBP3_ARATH
isogroup12913	sp|Q55B10|AGAL_DICDI
isogroup129169	sp|Q9FY06|PPF1_PEA
isogroup12921	sp|Q39693|INV3_DAUCA
isogroup12923	sp|Q58D20|NLE1_BOVIN
isogroup12925	sp|Q8WWI5|CTL1_HUMAN
isogroup12935	sp|O08638|MYH11_MOUSE
isogroup12937	sp|Q7DLR9|PSB4_ARATH
isogroup12939	sp|P54073|YUY1_CAEEL
isogroup12945	sp|Q7JYV7|KAD6_DROME
isogroup12946	sp|Q9I830|KCNA2_ONCMY
isogroup12955	sp|Q92J08|FER2_RICCN
isogroup12958	sp|Q38896|CSP4_ARATH
isogroup12961	sp|Q16773|KAT1_HUMAN
isogroup12968	sp|Q9STD3|CALR_CHLRE
isogroup12969	sp|Q9SB50|AP4M_ARATH
isogroup12971	sp|Q9LUZ4|C3H66_ARATH
isogroup12972	sp|Q2T9N0|FSCB_BOVIN
isogroup12973	sp|Q9BYR5|KRA42_HUMAN
isogroup12976	sp|Q9JLG8|CAN15_MOUSE
isogroup12977	sp|Q7ZWF4|RN145_DANRE
isogroup12981	sp|P55390|Y4CH_SINFN
isogroup12984	sp|Q9ZE70|SAM_RICPR
isogroup12986	sp|G5E8K5|ANK3_MOUSE
isogroup12988	sp|Q01484|ANK2_HUMAN
isogroup12997	sp|P55336|FABG_VIBHA
isogroup12999	sp|O60449|LY75_HUMAN
isogroup13	sp|P0CH37|ADHC2_MYCS2
isogroup13000	sp|Q9QR71|LANA1_HHV8P
isogroup13002	sp|Q59Q30|GIT1_CANAL
isogroup13005	sp|Q8ZKT7|SQUS_SALTY
isogroup13014	sp|Q8W490|PEPK2_ARATH
isogroup13020	sp|E7F9T0|MICA1_DANRE
isogroup13021	sp|P23034|AAT_BACY2
isogroup13022	sp|B2ZFP3|SMAL1_DANRE
isogroup13028	sp|Q5XF85|ATL42_ARATH
isogroup13029	sp|Q9LYN7|AML4_ARATH
isogroup13031	sp|Q21086|GNL3_CAEEL
isogroup13032	sp|O00764|PDXK_HUMAN
isogroup13038	sp|P92958|KIN11_ARATH
isogroup13040	sp|A6NNE9|MARHB_HUMAN
isogroup13044	sp|Q07652|CAC1E_RAT
isogroup13046	sp|P47075|VTC4_YEAST
isogroup13047	sp|Q28FF3|S49A3_XENTR
isogroup13049	sp|A0CCD2|PPX4_PARTE
isogroup13052	sp|O15865|CDPK2_PLAFK
isogroup13064	sp|Q6QNM1|KC1_TOXGO
isogroup13065	sp|Q0IIF0|ILKAP_BOVIN
isogroup13070	sp|Q6K271|FCA_ORYSJ
isogroup13072	sp|O35691|PININ_MOUSE
isogroup13073	sp|O00142|KITM_HUMAN
isogroup13074	sp|O02414|DYL1_HELCR
isogroup13082	sp|Q75JP5|Y2471_DICDI
isogroup13086	sp|Q8S9K3|VAR3_ARATH
isogroup13088	sp|O81716|P2C21_ARATH
isogroup13089	sp|P92943|CLCD_ARATH
isogroup13095	sp|O42398|CAC1S_CHICK
isogroup13098	sp|Q9NJU9|CDPK3_PLAF7
isogroup13100	sp|P34101|FHKC_DICDI
isogroup13102	sp|Q5F478|ANR44_CHICK
isogroup13103	sp|P72622|MSRA1_SYNY3
isogroup13107	sp|Q9DCN1|NUD12_MOUSE
isogroup13108	sp|Q9NFP1|VNNL1_DROME
isogroup13110	sp|K4BW79|ENOX_SOLLC
isogroup13114	sp|O26708|SYP_METTH
isogroup13117	sp|Q6PBC1|RL35_XENTR
isogroup13123	sp|Q55512|DHAS_SYNY3
isogroup13128	sp|Q43362|VATL_CHRCT
isogroup13129	sp|Q04336|YM54_YEAST
isogroup13136	sp|Q53P85|CDPKO_ORYSJ
isogroup13140	sp|P60899|RPB9_PIG
isogroup13142	sp|Q8WWF8|CAPSL_HUMAN
isogroup13146	sp|Q7RXA6|PPIL2_NEUCR
isogroup13154	sp|F4JBP3|ATG1B_ARATH
isogroup13157	sp|Q8NCR3|CK065_HUMAN
isogroup13158	sp|Q4R7L5|DDX1_MACFA
isogroup13159	sp|O31489|YDCI_BACSU
isogroup13168	sp|Q94131|PIE1_CAEEL
isogroup13178	sp|P35579|MYH9_HUMAN
isogroup13179	sp|P99029|PRDX5_MOUSE
isogroup13181	sp|F4K265|AT101_ARATH
isogroup13183	sp|Q5SS80|DHR13_MOUSE
isogroup13196	sp|P15381|CAC1C_RABIT
isogroup13201	sp|Q0CLX3|ATG1_ASPTN
isogroup13210	sp|Q4G3B5|PSAL_EMIHU
isogroup13211	sp|J3S9D9|RCN2V_CROAD
isogroup13213	sp|P51817|PRKX_HUMAN
isogroup13220	sp|Q00808|HETE1_PODAS
isogroup13224	sp|Q9P2R6|RERE_HUMAN
isogroup13230	sp|F4ILY9|AVT3B_ARATH
isogroup13237	sp|Q0JKV1|AKT1_ORYSJ
isogroup13243	sp|Q6A997|DNAJ1_CUTAK
isogroup13249	sp|Q8BZZ3|WWP1_MOUSE
isogroup13262	sp|P37967|PNBA_BACSU
isogroup13269	sp|P30638|SVOP_CAEEL
isogroup1327	sp|Q54LY1|Y6311_DICDI
isogroup13271	sp|A0A0H2URK1|PSRP_STRPN
isogroup13280	sp|A8HUA1|CFA58_CHLRE
isogroup13281	sp|D8Q9M3|AMYG_SCHCM
isogroup13286	sp|O57483|CAC1S_LITCT
isogroup13291	sp|Q6NZL8|SCUB1_MOUSE
isogroup1330	sp|Q8VEG4|EXD2_MOUSE
isogroup13300	sp|Q91ZH7|ABHD3_MOUSE
isogroup13302	sp|D3ZF42|SENP7_RAT
isogroup13313	sp|F4IS56|ILK1_ARATH
isogroup13323	sp|Q9ULJ7|ANR50_HUMAN
isogroup13325	sp|Q8YRI1|YY46_NOSS1
isogroup13328	sp|Q24270|CAC1D_DROME
isogroup13334	sp|Q4R3K4|PGK2_MACFA
isogroup13335	sp|G2NFJ9|LAM55_STREK
isogroup13338	sp|P59114|CAPAM_MOUSE
isogroup13346	sp|Q7VG06|DNAJ_HELHP
isogroup13353	sp|Q8L7S3|C3H24_ARATH
isogroup13355	sp|Q58900|Y1505_METJA
isogroup13357	sp|A2BFC9|CFA77_DANRE
isogroup13367	sp|P15345|FLAEY_CAUVC
isogroup13372	sp|Q9C6B9|PEAM3_ARATH
isogroup13373	sp|Q60665|SKIL_MOUSE
isogroup13375	sp|Q9Z221|PMFBP_RAT
isogroup13383	sp|E2JA31|DDAF_ENTAG
isogroup13386	sp|O74427|URK1_SCHPO
isogroup13408	sp|Q8U530|YR5A_AGRFC
isogroup13420	sp|H0YM25|GG6LV_HUMAN
isogroup13422	sp|F4J0A8|P4H6_ARATH
isogroup13426	sp|Q9FR44|PEAM1_ARATH
isogroup13431	sp|Q9FIX3|PP407_ARATH
isogroup13433	sp|Q55AX0|DLPC_DICDI
isogroup13439	sp|Q4V7B8|RNF44_RAT
isogroup13454	sp|Q5U680|SAMC_MOUSE
isogroup13467	sp|Q9ULJ7|ANR50_HUMAN
isogroup13477	sp|O66114|Y505_ZYMMO
isogroup13483	sp|Q8IWZ3|ANKH1_HUMAN
isogroup13484	sp|Q922Q5|S35B3_MOUSE
isogroup13489	sp|B4J3F1|PLK4_DROGR
isogroup13491	sp|Q9USW3|YHZ7_SCHPO
isogroup13492	sp|P39153|SUA5_BACSU
isogroup13494	sp|Q9SKC4|ARI10_ARATH
isogroup13498	sp|Q9S702|AK3_ARATH
isogroup135	sp|Q5E9D6|HDHD3_BOVIN
isogroup13500	sp|Q9IBD1|CELF3_DANRE
isogroup13503	sp|Q9M4C4|PFD4_AVEFA
