isogroup1000	Q9P974
isogroup13526	P16157
isogroup13528	Q6DIM3
isogroup13530	Q9Z2V6
isogroup13531	Q9CPW0
isogroup13537	O60306
isogroup13548	Q8R5K2
isogroup13552	Q6ASW7
isogroup13557	Q91YK0
isogroup13559	Q7SAQ1
isogroup13563	Q8C9A2
isogroup13565	Q76FF3
isogroup13568	Q94K73
isogroup13569	P00173
isogroup13574	Q8IV77
isogroup13575	P23231
isogroup13576	Q6NZP1
isogroup13580	A8J6X1
isogroup13584	Q9FVZ9
isogroup13591	O57483
isogroup13594	Q5UPT6
isogroup13606	O24456
isogroup13608	Q57208
isogroup13609	P29289
isogroup1361	Q5RKH1
isogroup13611	Q9Y2H1
isogroup13614	Q9LYA9
isogroup13616	Q8X8J3
isogroup13619	Q57101
isogroup13627	Q6DBP3
isogroup13628	O35814
isogroup13630	Q8GUH1
isogroup13632	O34940
isogroup13636	F4HT41
isogroup13646	Q9V0L2
isogroup13648	O64730
isogroup13652	Q3T114
isogroup13657	P22303
isogroup13659	Q8AVY1
isogroup13661	P9WLZ3
isogroup13680	Q5R5S9
isogroup13689	Q3URD3
isogroup13693	Q95LN3
isogroup13697	Q9FWR4
isogroup13701	Q04960
isogroup13705	Q642H9
isogroup13712	Q96VN3
isogroup13715	Q642A0
isogroup13723	Q9QR71
isogroup13732	Q9ZV31
isogroup13734	O96099
isogroup13739	O84548
isogroup13741	P54985
isogroup13743	Q6DDW2
isogroup13747	Q9GV16
isogroup13752	Q5UPG5
isogroup13753	Q9D7X1
isogroup13754	P50108
isogroup13758	Q6B9X6
isogroup13776	Q65X92
isogroup13779	Q3MHW0
isogroup13784	P16157
isogroup13785	Q6NXT1
isogroup13789	Q9VBP3
isogroup13794	P40032
isogroup13797	Q9H9B1
isogroup13799	Q9FFZ1
isogroup13803	Q54H55
isogroup13806	Q96PQ7
isogroup13809	Q76EQ0
isogroup13810	Q14676
isogroup13811	A2A690
isogroup13814	Q9VR91
isogroup13817	P48456
isogroup13825	Q5BJ56
isogroup13835	Q7ZTP2
isogroup13838	O30409
isogroup13841	Q56307
isogroup13842	Q5R9W2
isogroup13847	P0AC91
isogroup13849	B0R0T1
isogroup13854	Q84R16
isogroup13857	P49454
isogroup13859	O15865
isogroup13875	Q9SIC9
isogroup13876	C1C524
isogroup13877	Q9Y7M5
isogroup13880	Q5RDA3
isogroup13882	Q5IFN2
isogroup13887	G4SLH0
isogroup13891	P32331
isogroup13895	Q505D1
isogroup13896	Q00808
isogroup13898	Q9AV39
isogroup13900	Q6H7J5
isogroup13910	Q495B1
isogroup13914	E5RJM6
isogroup13916	A6QP81
isogroup13919	P0DPD7
isogroup13921	E9QAM5
isogroup13923	Q94CG0
isogroup13930	Q8GY91
isogroup13931	Q9K6Y7
isogroup13932	Q9NJU9
isogroup13937	Q0AE45
isogroup13939	P29957
isogroup13952	Q9WUR9
isogroup13953	B3DN87
isogroup13954	Q42479
isogroup13959	Q5U374
isogroup13960	O80685
isogroup13962	Q6RKB1
isogroup13964	H2LRU7
isogroup13966	Q54H38
isogroup13967	P72935
isogroup13969	Q7ZW46
isogroup13971	Q09709
isogroup13973	P50026
isogroup13977	O74426
isogroup13986	P46837
isogroup13987	Q5R6Q2
isogroup13995	O76329
isogroup13996	Q9FVQ4
isogroup13999	F4IQK5
isogroup1400	Q582G4
isogroup14001	Q4KLT0
isogroup14003	P0C956
isogroup14011	Q08473
isogroup14017	Q65W43
isogroup14028	Q93VG8
isogroup14029	B1WZK0
isogroup14030	Q86U10
isogroup14034	Q55884
isogroup14037	Q04637
isogroup14038	Q5A2Z1
isogroup14041	A0A1L9U7P9
isogroup14045	O15865
isogroup14056	Q5UPT4
isogroup14057	P25323
isogroup14058	Q7Z494
isogroup14059	P15623
isogroup14060	Q75JD5
isogroup14081	Q8RY89
isogroup14088	Q8TAX7
isogroup14089	Q9LVM1
isogroup14097	P35579
isogroup14101	O49717
isogroup14104	Q8L7E3
isogroup14109	Q9RA11
isogroup14114	Q8T6B7
isogroup14118	O13755
isogroup14120	Q93VG8
isogroup14122	J3S6Y1
isogroup14127	P62184
isogroup14128	Q86V88
isogroup14129	Q9D2F5
isogroup14131	Q4UKF3
isogroup14135	Q54KF5
isogroup14146	Q53RK8
isogroup14149	Q9MB58
isogroup14156	Q9HTH0
isogroup14158	A5II06
isogroup14159	Q32PL8
isogroup14161	Q9LMA1
isogroup14164	Q5RD76
isogroup14167	Q54LN4
isogroup1417	Q8ZRS8
isogroup14170	Q9T042
isogroup14173	Q23716
isogroup14179	Q8YTC2
isogroup14188	Q86KU2
isogroup14192	P0CG70
isogroup14194	Q8RAS5
isogroup14197	Q9DAN9
isogroup14203	Q6ZMW3
isogroup14210	Q9SP35
isogroup14213	Q9M0Y6
isogroup14216	P49550
isogroup14221	F4JTS8
isogroup14229	P9WNN7
isogroup14232	Q9FIT7
isogroup14234	O93740
isogroup14246	P02566
isogroup14258	Q8N0P0
isogroup14262	A0A383ZFX3
isogroup14266	Q5RKH1
isogroup14268	Q96FV2
isogroup14270	P10587
isogroup14281	Q7ZT11
isogroup14283	P32472
isogroup14288	Q94AT1
isogroup14289	P16157
isogroup14293	Q9SFB8
isogroup14298	Q74ZH9
isogroup14301	Q3HRP0
isogroup14305	H2L0H3
isogroup14306	Q57871
isogroup14307	Q93ZG9
isogroup14312	P35478
isogroup14318	Q61081
isogroup14319	P46228
isogroup14321	Q2GEY8
isogroup14328	O81304
isogroup14330	Q0P4D1
isogroup14339	Q3SZI5
isogroup14342	Q9C0B0
isogroup14349	O80885
isogroup14352	A0T0P3
isogroup14353	E5RJM6
isogroup14357	Q8LES0
isogroup14362	Q1RM35
isogroup14363	B0KZK1
isogroup14366	Q8AY73
isogroup14368	Q92177
isogroup14370	A3KQ55
isogroup14377	P62762
isogroup14381	Q6P7N4
isogroup14383	Q55855
isogroup14386	Q8C8R3
isogroup14397	O30511
isogroup14399	Q8VIK5
isogroup14400	Q8H1D8
isogroup14409	P74388
isogroup14418	Q5U236
isogroup14420	Q9H2K2
isogroup14421	O64750
isogroup14438	Q80VQ1
isogroup14442	P9WQE7
isogroup14443	O60861
isogroup14445	Q5PP23
isogroup14447	Q5RBR3
isogroup14452	Q8VYF1
isogroup14455	P56941
isogroup14460	P39843
isogroup14468	O59948
isogroup14470	Q84WW2
isogroup14476	Q18169
isogroup1448	Q9CAN0
isogroup14480	D3ZVM4
isogroup14494	Q9ZP06
isogroup14506	Q50KB1
isogroup14513	Q948R1
isogroup14521	Q0WPX9
isogroup14530	Q6R5J2
isogroup14543	Q07740
isogroup14546	Q91ZT7
isogroup14548	Q8L7A9
isogroup14552	P56558
isogroup14554	O27352
isogroup14556	Q99PF5
isogroup14561	Q23716
isogroup14564	Q9MAC9
isogroup14570	Q7MKY6
isogroup14571	Q9UTN2
isogroup14572	Q5RCH4
isogroup14574	Q8N371
isogroup14580	Q5JN42
isogroup14592	Q9LYZ9
isogroup14593	P36552
isogroup14594	Q94A76
isogroup14596	Q8L7U5
isogroup146	Q8MTI2
isogroup14608	Q38931
isogroup14617	P92948
isogroup14620	A6RW62
isogroup14621	P91645
isogroup14631	A8X6H1
isogroup14635	Q9SIF2
isogroup14638	P37116
isogroup1464	E2JA31
isogroup14646	O01395
isogroup14650	P47977
isogroup14661	Q9EPL8
isogroup14662	Q99385
isogroup14667	Q8K3Z0
isogroup14668	Q9ULJ7
isogroup1467	O06000
isogroup14674	P82198
isogroup14675	G5EBV0
isogroup14679	O70507
isogroup14684	Q810A7
isogroup14694	Q12797
isogroup14695	Q7L0R7
isogroup14696	Q9TW45
isogroup14698	Q0DEC8
isogroup14707	Q17RH7
isogroup14711	Q6QNM1
isogroup14714	Q09734
isogroup14715	Q9M1K2
isogroup14727	O04016
isogroup14728	P30366
isogroup14739	Q9Y485
isogroup14740	P83877
isogroup14749	P46250
isogroup14751	A8IW99
isogroup14754	B6IRR7
isogroup14761	Q15751
isogroup14772	Q08AW5
isogroup14788	Q9HAS3
isogroup14789	Q9JKA9
isogroup14790	P47192
isogroup14791	O64642
isogroup14794	P64816
isogroup14796	Q4U2R1
isogroup14814	Q80VL1
isogroup14817	P39865
isogroup14819	Q8GXF8
isogroup14820	Q9ULJ7
isogroup14822	Q94B65
isogroup14823	Q67YC9
isogroup14828	Q8NFD2
isogroup14829	Q3T9E4
isogroup14830	Q8VID6
isogroup14831	P09437
isogroup14832	P38650
isogroup14838	Q9LNH5
isogroup14841	Q5F3L1
isogroup14842	Q01484
isogroup14852	Q54CL2
isogroup14853	Q8BWQ5
isogroup14854	Q9NZU7
isogroup14859	Q8C1D8
isogroup14861	A8XGH1
isogroup14878	Q02356
isogroup14879	Q94986
isogroup1488	P35458
isogroup14880	Q5U458
isogroup14887	P46822
isogroup14889	Q9LVJ0
isogroup14892	P32023
isogroup14894	Q5R6J0
isogroup14898	Q39EH1
isogroup14907	O35245
isogroup14908	Q7XEY9
isogroup14916	P54493
isogroup14918	O09043
isogroup14920	P44433
isogroup14922	E1BTG2
isogroup14926	Q8S4R4
isogroup14929	O17087
isogroup14931	Q9Y5Y9
isogroup14932	P43510
isogroup14933	Q6NZQ0
isogroup14935	Q9SJI8
isogroup14936	P53844
isogroup14937	P16638
isogroup14940	Q6Q3F5
isogroup14949	Q60LV4
isogroup14961	Q15JG7
isogroup14973	P23734
isogroup14987	B3DH20
isogroup14990	P13648
isogroup14995	Q869L4
isogroup15004	Q9WWW2
isogroup15014	Q8W0Z9
isogroup15022	Q5DWG1
isogroup15026	A1L258
isogroup15031	Q9FKX5
isogroup15036	Q60952
isogroup15038	Q9P0L2
isogroup15039	P38994
isogroup15053	O89107
isogroup15065	Q5H879
isogroup15069	Q9UGP5
isogroup15077	Q8RWS8
isogroup15078	O34812
isogroup15087	P51116
isogroup15088	Q3SYS4
isogroup15095	Q6PFX9
isogroup15096	Q55774
isogroup151	Q0WLC6
isogroup15103	P38205
isogroup15109	O94462
isogroup15111	Q7RTR2
isogroup15112	Q2JVR0
isogroup15113	Q1XDP7
isogroup15114	Q5SXM8
isogroup15118	O88600
isogroup15131	Q8RWS8
isogroup15132	Q5R6G2
isogroup15133	Q54DK4
isogroup15139	Q9FIT7
isogroup15143	Q9C7E7
isogroup15145	Q23716
isogroup15146	Q2KJ56
isogroup15147	P47826
isogroup1515	Q8VZE7
isogroup15153	O29230
isogroup15157	Q9W138
isogroup15160	A0FGR8
isogroup15161	Q9HGM9
isogroup15162	Q39068
isogroup15170	Q8H0U5
isogroup15172	O24308
isogroup15174	Q91ZR5
isogroup15175	P39007
isogroup1518	A3N1S4
isogroup15185	Q54YT4
isogroup15191	Q8VZD5
isogroup15197	Q9I4C8
isogroup15203	Q05086
isogroup15205	Q9UNW9
isogroup15207	Q5LRT0
isogroup15208	Q9DAN9
isogroup15211	Q7F0J0
isogroup15212	Q9M1H3
isogroup15217	Q9NJU9
isogroup15222	P58467
isogroup15223	Q87GU5
isogroup15225	P0CR98
isogroup15229	Q4R3J0
isogroup15231	Q9SLG9
isogroup15232	Q9GUI1
isogroup15233	Q9DD20
isogroup15237	Q9ASU1
isogroup15238	P08676
isogroup1524	Q11011
isogroup15241	O65731
isogroup15242	O04647
isogroup15246	Q0VF96
isogroup15247	Q54FR4
isogroup15248	Q5U3W0
isogroup15251	A1L1P9
isogroup15254	Q96ST2
isogroup15258	P03958
isogroup1526	B8HLD2
isogroup15260	Q01728
isogroup15263	P50694
isogroup15267	P77234
isogroup1527	A1TYJ6
isogroup15272	Q06852
isogroup15283	Q15024
isogroup15284	P37597
isogroup15286	Q5UNW1
isogroup15289	Q8GZ84
isogroup15301	Q502M6
isogroup15312	Q8C0T7
isogroup15319	Q7SXT7
isogroup15322	Q40297
isogroup15323	P73627
isogroup15328	Q557G3
isogroup15346	Q55FI4
isogroup15347	Q6Z8D0
isogroup15349	Q5UPD4
isogroup15350	Q9J5H8
isogroup15351	O13755
isogroup15355	Q939N5
isogroup15356	Q9EQG6
isogroup15358	Q6WWW4
isogroup15360	B7VAP9
isogroup15363	P07293
isogroup15373	O31398
isogroup15374	Q10MX1
isogroup15376	Q8XLQ0
isogroup15381	A0M579
isogroup15383	Q9CWH5
isogroup15394	A2AWP0
isogroup15401	Q9T050
isogroup15403	P40371
isogroup15408	A5PK19
isogroup15414	O54838
isogroup15423	Q0KBD2
isogroup15433	Q7T199
isogroup1545	P43156
isogroup15450	P9WKL1
isogroup15452	D1C8C0
isogroup15459	O82663
isogroup15464	Q866F4
isogroup15466	Q9SZ63
isogroup15468	Q7ZXW9
isogroup15474	Q6DG99
isogroup15481	Q7D745
isogroup15483	Q9LYW5
isogroup15484	Q9JI55
isogroup15488	A6NDY0
isogroup15493	Q86GL4
isogroup15495	O80513
isogroup15497	O88398
isogroup15499	P22630
isogroup15509	P0A9H7
isogroup15527	O00370
isogroup15534	Q3EDF8
isogroup15555	Q9SR44
isogroup15564	Q6AXR5
isogroup15565	Q8BK58
isogroup15566	F4I893
isogroup15572	Q8TGM6
isogroup15579	Q9CQ79
isogroup15586	P16157
isogroup15594	Q8L7N0
isogroup15596	P0C6E7
isogroup15599	Q9C969
isogroup15600	Q0WMV8
isogroup15602	P36982
isogroup15605	Q55G83
isogroup15608	A9S5R3
isogroup15616	Q0DYK7
isogroup15624	O82251
isogroup15627	Q0DG35
isogroup15629	Q8H1G3
isogroup15635	Q5QQ53
isogroup15655	Q8VDD5
isogroup15656	O94565
isogroup15657	F1P963
isogroup15658	P04929
isogroup15660	Q9ZW02
isogroup15664	F6QEU4
isogroup15669	Q6ZL17
isogroup15682	O42895
isogroup15684	Q9XI05
isogroup15687	Q29RL9
isogroup15697	Q8N6R0
isogroup15702	Q9ERH3
isogroup15703	Q54P13
isogroup15713	Q09764
isogroup15714	Q9JII5
isogroup15716	Q32PX9
isogroup15718	Q02158
isogroup15720	Q9ULJ7
isogroup15721	P50944
isogroup15727	Q9C1X4
isogroup15728	C6CWS7
isogroup15729	A0A1B8YAB1
isogroup15736	Q9Z1S0
isogroup15741	Q3B7M2
isogroup15746	Q23716
isogroup15750	Q9HDZ8
isogroup15752	O64644
isogroup15756	Q967Z0
isogroup15765	Q55680
isogroup15768	Q54BW1
isogroup15774	P87053
isogroup15776	P41764
isogroup15784	A9BHB5
isogroup15791	Q9UPV0
isogroup15801	Q9UNW9
isogroup15802	Q86Y13
isogroup15803	Q8K1E6
isogroup15805	P0DPR2
isogroup15810	Q9ULJ7
isogroup15818	P38994
isogroup15824	Q9ZR40
isogroup15828	Q652Q8
isogroup15832	P23678
isogroup15837	Q5PP70
isogroup15838	Q91WQ5
isogroup15840	P0AAW0
isogroup15843	P94538
isogroup15844	Q9NXE8
isogroup15848	Q4UMH6
isogroup15856	Q0CBM7
isogroup15857	Q0PAS0
isogroup15868	A2ZVI7
isogroup15870	A8WGT1
isogroup15884	Q8R431
isogroup15886	B1KL24
isogroup15887	O14105
isogroup15891	A4IHB9
isogroup15895	Q6PFX9
isogroup15903	Q9FYA6
isogroup15908	Q5B3C8
isogroup15922	Q3MIE4
isogroup15945	O74803
isogroup15947	Q9FIX3
isogroup15949	P70470
isogroup15950	O32210
isogroup15952	Q9LSX4
isogroup15954	Q9ZPJ8
isogroup15955	P83373
isogroup15961	A7MBI7
isogroup15964	Q08473
isogroup15965	Q94BX4
isogroup15970	P42322
isogroup15973	Q8RWS8
isogroup15974	O61577
isogroup15976	Q8UVD9
isogroup15978	Q5R5Q2
isogroup15981	P38660
isogroup15982	Q6ZL94
isogroup15983	O88457
isogroup15984	P33173
isogroup15985	O83142
isogroup15987	Q9NJU9
isogroup15988	P42662
isogroup15991	Q9VR91
isogroup15992	P70187
isogroup160	Q87L95
isogroup16001	Q9FRL8
isogroup16003	Q46845
isogroup16006	Q5SX39
isogroup16014	Q0P5W1
isogroup16017	Q55909
isogroup16018	P16543
isogroup16023	P36428
isogroup16032	Q11UM2
isogroup16034	P25071
isogroup16035	Q86HW6
isogroup16037	Q8RXY0
isogroup16042	Q9STS3
isogroup16043	P00792
isogroup16045	O88851
isogroup16054	Q8TAX7
isogroup16057	W8JWW3
isogroup16062	P00829
isogroup16069	Q50KB1
isogroup16074	O34673
isogroup16075	Q5JJ62
isogroup16076	P28634
isogroup16081	Q6EQX3
isogroup1609	Q9NXH9
isogroup16090	P90519
isogroup16096	Q6EQX3
isogroup16118	Q8IDX6
isogroup16119	Q9ZQP1
isogroup16120	Q54RS7
isogroup16122	P49030
isogroup16125	Q3TYX3
isogroup16130	Q944I4
isogroup16133	Q5XG87
isogroup16139	Q87YQ1
isogroup1614	Q5R946
isogroup16144	A4VIR4
isogroup16145	Q6DFD7
isogroup16147	P32393
isogroup16149	Q5I396
isogroup16153	D3KCC4
isogroup16156	Q8RY25
isogroup1616	Q9QR71
isogroup16164	Q6PC91
isogroup16169	Q4V9F0
isogroup16171	Q55087
isogroup16175	Q12797
isogroup16177	Q28717
isogroup16182	Q15149
isogroup16184	Q9R053
isogroup16189	Q9VBP3
isogroup16194	Q1RKE1
isogroup16199	P35559
isogroup16208	Q32NH8
isogroup16210	Q9BUY7
isogroup16211	Q84WL9
isogroup16212	Q50KB1
isogroup16216	Q17320
isogroup16219	P37709
isogroup16224	Q668K6
isogroup16226	G5E8K5
isogroup16234	P50944
isogroup16240	P72926
isogroup16242	P37709
isogroup16246	Q7XSQ5
isogroup16247	Q9ULJ7
isogroup16257	Q9VL06
isogroup16261	Q80U58
isogroup16262	A4W369
isogroup16265	Q86UC2
isogroup16267	Q8CI04
isogroup16274	Q8BUH7
isogroup16277	O74413
isogroup16278	Q9FM96
isogroup16283	Q8GXU8
isogroup16295	Q54VI1
isogroup16296	Q6S9E0
isogroup163	Q6PFX9
isogroup16300	P14540
isogroup16302	Q5SR56
isogroup16306	P52045
isogroup16317	O08595
isogroup16323	B6HK90
isogroup16324	Q53RM0
isogroup16331	P37631
isogroup16334	Q9LUV2
isogroup16338	Q9XF67
isogroup1634	A1E295
isogroup16350	Q2UN81
isogroup16351	P38890
isogroup16353	Q55DM5
isogroup16358	Q8H715
isogroup16385	Q8N0N9
isogroup16387	Q9EPU0
isogroup16391	P81497
isogroup16399	Q8N819
isogroup16405	Q1LWH4
isogroup16423	Q4N594
isogroup16427	Q9UBV2
isogroup16430	Q9UQ07
isogroup16434	Q54PF1
isogroup16446	Q9SVV9
isogroup16448	O93434
isogroup16468	Q00808
isogroup16472	Q8TC84
isogroup16483	Q6GZN6
isogroup16485	Q9SAH5
isogroup16487	Q84XU2
isogroup16489	Q53877
isogroup16499	Q6PAC3
isogroup16501	Q86JE5
isogroup16503	Q9SFU0
isogroup16505	Q8VZE7
isogroup16508	Q9FEB5
isogroup1651	Q8A6G5
isogroup16513	Q8R7C8
isogroup16517	Q8LPF4
isogroup16518	A7F0W2
isogroup16519	Q29RZ9
isogroup16521	O80763
isogroup16526	Q7ZXX2
isogroup16528	Q12730
isogroup16529	Q9BXW6
isogroup16530	P12270
isogroup16535	P16157
isogroup16536	Q08BV2
isogroup16543	Q9NGQ2
isogroup16549	Q5VQL1
isogroup1655	P45250
isogroup16561	Q9YDY8
isogroup16567	P17972
isogroup1658	Q6RT24
isogroup16580	Q28689
isogroup16581	Q9LYZ9
isogroup16586	Q9LVQ8
isogroup16587	Q6ZFZ4
isogroup16588	Q5UPD4
isogroup16589	Q3ZBH0
isogroup16615	Q9M622
isogroup1662	P14799
isogroup16629	Q55CV9
isogroup16642	O76083
isogroup16644	O75808
isogroup16646	Q54WR9
isogroup16647	Q9C5N2
isogroup16652	P00785
isogroup16664	P50889
isogroup16669	Q7XUF4
isogroup16670	P49595
isogroup16675	G2NFJ9
isogroup16679	P46016
isogroup16681	Q86U06
isogroup16685	D3ZTX0
isogroup16686	Q8DI58
isogroup16701	P80197
isogroup16705	Q9VCA8
isogroup16707	L7IP31
isogroup16711	Q6PFX9
isogroup16713	P72935
isogroup16719	Q3UMQ8
isogroup16721	P0DP35
isogroup16726	D3YXG0
isogroup16727	Q9Z735
isogroup16731	Q60LV4
isogroup16737	Q9Y5Q8
isogroup16746	A7PZL3
isogroup1675	Q91437
isogroup16751	P21163
isogroup16752	Q8K0H1
isogroup16756	P51157
isogroup16776	Q64M78
isogroup16780	Q9S9N9
isogroup16781	A5E1N2
isogroup16784	A0A0H2VDN9
isogroup16785	Q4VRV8
isogroup16789	F4JTS8
isogroup16790	Q64M78
isogroup16791	P12036
isogroup16793	Q8BI79
isogroup16794	Q4FE47
isogroup1680	P24119
isogroup16800	P38657
isogroup16801	Q5F457
isogroup16804	O43290
isogroup16809	Q8ISP0
isogroup16815	Q7RTR2
isogroup16819	Q99020
isogroup16822	G2NFJ9
isogroup16823	Q9C5S1
isogroup16827	Q93W28
isogroup1683	A0R566
isogroup16833	Q1RK21
isogroup16834	O61397
isogroup16847	Q32RT3
isogroup16853	Q5T2D3
isogroup16856	Q28034
isogroup16862	Q8YTC2
isogroup16877	Q13114
isogroup16884	Q9CWR2
isogroup16887	Q8R5M3
isogroup16890	O44252
isogroup16893	Q9AYU0
isogroup16897	Q8C8R3
isogroup1690	Q3ECK2
isogroup16906	Q6ZI17
isogroup16909	P0CG68
isogroup16912	Q4UMH6
isogroup16913	O42184
isogroup16915	Q9CD87
isogroup16916	Q6AZT7
isogroup16917	Q50KB1
isogroup16922	Q60952
isogroup16924	A1SU11
isogroup16926	Q5PQ09
isogroup16928	P20115
isogroup16937	P57681
isogroup16941	Q1JP75
isogroup16944	A2RRH5
isogroup16948	Q93YV9
isogroup16949	Q86JG6
isogroup16951	Q4G3B5
isogroup16957	Q8LGE9
isogroup16959	Q9ULJ7
isogroup16960	A4SMI9
isogroup16965	P50889
isogroup16967	Q5PP37
isogroup16980	Q6AWW5
isogroup16985	Q55EQ3
isogroup16996	Q8MTI2
isogroup17010	P23098
isogroup17017	Q27W01
isogroup17021	P79051
isogroup17023	Q9M1Q9
isogroup17038	Q0VZ70
isogroup17042	P51799
isogroup17044	Q5PQ09
isogroup17048	Q9VJE5
isogroup17050	Q7D745
isogroup17053	P58537
isogroup17079	Q9FN03
isogroup17086	Q762D5
isogroup17087	Q8S340
isogroup17091	Q01109
isogroup17093	Q9D061
isogroup17095	Q86RN8
isogroup17097	Q99NH0
isogroup17120	A9WRT1
isogroup17124	Q9JI55
isogroup17125	P07346
isogroup17126	O14306
isogroup17127	Q9ULX7
isogroup17133	Q8N5I4
isogroup17134	Q6ZMN7
isogroup17139	Q9ZTS1
isogroup17141	Q54HL4
isogroup17145	Q15027
isogroup17147	Q9UPR5
isogroup17150	Q99437
isogroup17155	Q6DHU1
isogroup17160	Q9FY46
isogroup17165	Q9SAR5
isogroup17166	Q8K582
isogroup17167	Q91VA1
isogroup17169	Q5JVL4
isogroup17173	O75832
isogroup17174	Q99385
isogroup17175	P0C6B8
isogroup17180	Q9M0Y8
isogroup17188	Q3Z052
isogroup17189	Q5UPD4
isogroup17196	Q5R574
isogroup17201	Q5UNW6
isogroup17202	Q91V14
isogroup17205	Q5JHN1
isogroup17216	P29957
isogroup17219	Q9MAC9
isogroup17220	Q4WZ44
isogroup17229	Q8W4K1
isogroup17236	F4I2H2
isogroup17241	Q00301
isogroup17242	Q4R8E7
isogroup17243	Q3V1N1
isogroup1725	Q6CMG6
isogroup17267	Q55GC7
isogroup17268	P53992
isogroup17269	Q8H715
isogroup17273	Q9ZU35
isogroup17275	Q86TI4
isogroup17277	Q96NN9
isogroup17285	Q9SAR5
isogroup17286	Q40648
isogroup17290	Q9CZB9
isogroup17295	Q9SRE0
isogroup17318	Q5BJR4
isogroup17319	P57103
isogroup17320	Q9XF67
isogroup17321	O32219
isogroup17322	Q9FF90
isogroup17324	O15910
isogroup17325	P80483
isogroup17327	Q9Y2W6
isogroup1733	Q9C718
isogroup17330	Q9H0I9
isogroup17331	Q9FMA3
isogroup17334	Q9Z1J2
isogroup17335	B0KTG8
isogroup17337	Q29441
isogroup17338	O04035
isogroup17340	O82413
isogroup17348	Q9NRL3
isogroup17350	B2RX14
isogroup17352	Q8KN33
isogroup17364	Q91ZR5
isogroup17365	A2Y9M4
isogroup17366	Q5NAY4
isogroup17370	Q9JLG8
isogroup17373	Q9CRA4
isogroup17374	P27118
isogroup17375	Q8VYP9
isogroup17376	Q9ULJ7
isogroup17379	W0LYS5
isogroup1738	P54774
isogroup17383	Q9FE17
isogroup17384	E2JA28
isogroup17387	Q9JM83
isogroup17388	B9FAF3
isogroup17393	Q5R495
isogroup174	P08836
isogroup17421	Q9LW26
isogroup17424	P39843
isogroup17430	Q6P2Y3
isogroup17433	Q8I3Z1
isogroup17436	Q9UT37
isogroup17438	Q4IBK5
isogroup17446	A8X6H1
isogroup17455	Q7XA78
isogroup17459	Q57335
isogroup17461	P72926
isogroup1747	Q07283
isogroup17471	O94680
isogroup17472	P48506
isogroup17474	Q70VZ7
isogroup17476	Q32TF8
isogroup17482	Q8VXV4
isogroup17483	Q0DVX2
isogroup17488	A5PJZ1
isogroup17492	P38205
isogroup17493	Q9H6R3
isogroup17507	P43645
isogroup17509	Q12797
isogroup1751	P26514
isogroup17512	Q84Y18
isogroup17522	Q8GX78
isogroup17523	O42398
isogroup17540	A2VDD2
isogroup17545	Q8K1E6
isogroup17551	P14686
isogroup17552	Q9ZU35
isogroup17554	Q5PQR3
isogroup17557	Q9P7I2
isogroup17570	Q93YS4
isogroup17574	Q2LZZ7
isogroup17588	Q9DD18
isogroup17599	Q55A09
isogroup17604	O32210
isogroup17608	F4JN26
isogroup17619	Q7RTR2
isogroup1762	P59114
isogroup17624	Q9LMT2
isogroup17630	Q5M757
isogroup17631	Q9QR71
isogroup17635	P35088
isogroup17641	B0BNE5
isogroup17642	Q4KGQ4
isogroup1765	B9G434
isogroup17655	Q26626
isogroup17661	P36241
isogroup17665	P38494
isogroup17669	A4YI89
isogroup1767	Q8C8R3
isogroup17672	A3KQA5
isogroup17673	Q5Z859
isogroup17678	O70511
isogroup1768	Q8NBN7
isogroup17684	P15686
isogroup17695	Q5UPD4
isogroup17704	Q5VQL1
isogroup17709	Q17JQ7
isogroup17712	Q17938
isogroup17717	A0JPA0
isogroup17721	O61598
isogroup17722	P9WNZ3
isogroup17723	Q54QV3
isogroup17724	Q1K9C2
isogroup17728	P28187
isogroup17729	Q0V9R3
isogroup17736	Q5RA03
isogroup17738	Q9SSR6
isogroup17744	Q9Y6U7
isogroup17746	P31851
isogroup17747	Q13561
isogroup17749	G5EFC3
isogroup17750	Q9LV93
isogroup17756	Q0P564
isogroup17761	Q6ZIK0
isogroup17762	Q9SCY5
isogroup17764	Q2JSB7
isogroup17774	Q9VUX2
isogroup17775	A9BJC1
isogroup17777	O77020
isogroup17779	Q6PFX9
isogroup17782	Q10657
isogroup17790	Q9FE91
isogroup17802	Q8VIG3
isogroup17804	P25323
isogroup17806	C0LGV0
isogroup17811	P55877
isogroup17813	Q12613
isogroup17816	Q9SF91
isogroup17818	Q794E4
isogroup17819	Q767L0
isogroup17824	P12078
isogroup17825	P54353
isogroup17829	P0CQ50
isogroup17837	Q6ERS4
isogroup17846	Q62761
isogroup17850	A2ASS6
isogroup17852	A0JMH0
isogroup17854	F4JLK2
isogroup17856	P54275
isogroup17867	Q8CFF0
isogroup17877	Q56078
isogroup17884	Q8JZX3
isogroup17887	P55189
isogroup17889	P26182
isogroup17890	A4Q9F6
isogroup17894	Q3E846
isogroup17897	Q94JZ8
isogroup17905	P49193
isogroup17907	Q38873
isogroup17908	Q22000
isogroup17912	Q7LL04
isogroup17915	Q503P5
isogroup17916	A8I1Q0
isogroup17918	O32068
isogroup17919	Q9FF61
isogroup17921	Q64378
isogroup17930	Q9Y5S2
isogroup17936	Q54KA7
isogroup17947	Q9C9K3
isogroup17949	Q2XQY7
isogroup17950	Q49YW0
isogroup17954	P79398
isogroup17961	A4IH82
